class name;;Method name;;number of detected pattern;;parameter;;number of occurrences;;occurrenceType;;unitOnwhichOccurrenceIsDetected;;commentFragment
org.jhotdraw.draw.action.GenericListener;;raiseToPublicClass;;2
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = virtualinvoke r0.<java.lang.reflect.Method: java.lang.String getName()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r4 = virtualinvoke r0.<java.lang.reflect.Method: java.lang.Class[] getParameterTypes()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;r2 = virtualinvoke r1.<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])>($r3, $r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.GroupAction;;ungroupFigures;;2
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.draw.DrawingView: void clearSelection()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r6 = interfaceinvoke r1.<org.jhotdraw.draw.DrawingView: org.jhotdraw.draw.Drawing getDrawing()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = interfaceinvoke r1.<org.jhotdraw.draw.DrawingView: org.jhotdraw.draw.Drawing getDrawing()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.draw.DrawingView: void addToSelection(java.util.Collection)>(r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r2;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$r5 = interfaceinvoke r2.<org.jhotdraw.draw.CompositeFigure: java.util.List getChildren()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r2.<org.jhotdraw.draw.CompositeFigure: void basicRemoveAllChildren()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.GroupAction;;groupFigures;;2
*;; * ;; * ;;r1;;5
*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = interfaceinvoke r1.<org.jhotdraw.draw.DrawingView: org.jhotdraw.draw.Drawing getDrawing()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r8 = interfaceinvoke r1.<org.jhotdraw.draw.DrawingView: org.jhotdraw.draw.Drawing getDrawing()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.draw.DrawingView: void clearSelection()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r9 = interfaceinvoke r1.<org.jhotdraw.draw.DrawingView: org.jhotdraw.draw.Drawing getDrawing()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.draw.DrawingView: void addToSelection(org.jhotdraw.draw.Figure)>(r2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r2;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r2.<org.jhotdraw.draw.CompositeFigure: void willChange()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r2.<org.jhotdraw.draw.CompositeFigure: void basicAdd(org.jhotdraw.draw.Figure)>(r6);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r2.<org.jhotdraw.draw.CompositeFigure: void changed()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ImageBevelBorder;;<init>;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$i0 = virtualinvoke r1.<java.awt.Image: int getWidth(java.awt.image.ImageObserver)>(r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i1 = virtualinvoke r1.<java.awt.Image: int getHeight(java.awt.image.ImageObserver)>(r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ImageBevelBorder;;paintBorder;;1
*;; * ;; * ;;r2;;16
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: boolean drawImage(java.awt.Image,int,int,java.awt.image.ImageObserver)>($r12, i0, i1, r1);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: boolean drawImage(java.awt.Image,int,int,int,int,int,int,int,int,java.awt.image.ImageObserver)>($r13, i0, i1, $i14, $i15, 0, 0, i5, i4, r1);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: boolean drawImage(java.awt.Image,int,int,int,int,int,int,int,int,java.awt.image.ImageObserver)>($r14, $i17, i1, $i18, $i19, $i20, 0, i8, i4, r1);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: boolean drawImage(java.awt.Image,int,int,int,int,int,int,int,int,java.awt.image.ImageObserver)>($r15, i0, $i22, $i23, $i24, 0, $i25, i5, i9, r1);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: boolean drawImage(java.awt.Image,int,int,int,int,int,int,int,int,java.awt.image.ImageObserver)>($r16, $i27, $i29, $i30, $i31, $i32, $i33, i8, i9, r1);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void setPaint(java.awt.Paint)>(r4);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void fillRect(int,int,int,int)>($i40, i1, $i42, i4);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void setPaint(java.awt.Paint)>(r25);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void fillRect(int,int,int,int)>($i52, $i54, $i56, i6);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void setPaint(java.awt.Paint)>(r30);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void fillRect(int,int,int,int)>(i0, $i63, i5, $i65);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void setPaint(java.awt.Paint)>(r35);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void fillRect(int,int,int,int)>($i76, $i77, i7, $i79);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void setColor(java.awt.Color)>($r36);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void setPaint(java.awt.Paint)>(r41);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void fillRect(int,int,int,int)>($i92, $i93, $i95, $i97);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
org.jhotdraw.draw.action.JPopupButton;;setAction;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<javax.swing.Action: void addPropertyChangeListener(java.beans.PropertyChangeListener)>($r3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.JPopupButton;;updateFont;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$r4 = interfaceinvoke r1.<javax.swing.MenuElement: java.awt.Component getComponent()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r6 = interfaceinvoke r1.<javax.swing.MenuElement: javax.swing.MenuElement[] getSubElements()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.JPopupButton;;add;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<javax.swing.JMenuItem: void setFont(java.awt.Font)>($r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.JPopupButton;;performAction;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;InvokeExpr for param;;$i0 = virtualinvoke r1.<java.awt.event.MouseEvent: int getX()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i3 = virtualinvoke r1.<java.awt.event.MouseEvent: int getY()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$l6 = virtualinvoke r1.<java.awt.event.MouseEvent: long getWhen()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i7 = virtualinvoke r1.<java.awt.event.MouseEvent: int getModifiers()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.JPopupButton;;showPopup;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$i2 = virtualinvoke r1.<java.awt.event.MouseEvent: int getX()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i5 = virtualinvoke r1.<java.awt.event.MouseEvent: int getY()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.JPopupButton;;access$0;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;specialinvoke r0.<org.jhotdraw.draw.action.JPopupButton: void showPopup(java.awt.event.MouseEvent)>(r1);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.JPopupButton;;access$1;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;specialinvoke r0.<org.jhotdraw.draw.action.JPopupButton: void performAction(java.awt.event.MouseEvent)>(r1);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.VerticalGridLayout;;preferredLayoutSize;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;InvokeExpr for param;;$r6 = virtualinvoke r1.<java.awt.Container: java.lang.Object getTreeLock()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<java.awt.Container: java.awt.Insets getInsets()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r1.<java.awt.Container: int getComponentCount()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = virtualinvoke r1.<java.awt.Container: java.awt.Component getComponent(int)>(i5);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.VerticalGridLayout;;minimumLayoutSize;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;InvokeExpr for param;;$r6 = virtualinvoke r1.<java.awt.Container: java.lang.Object getTreeLock()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<java.awt.Container: java.awt.Insets getInsets()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r1.<java.awt.Container: int getComponentCount()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = virtualinvoke r1.<java.awt.Container: java.awt.Component getComponent(int)>(i5);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.VerticalGridLayout;;layoutContainer;;1
*;; * ;; * ;;r1;;9
*;;*;;*;;*;;*;;InvokeExpr for param;;$r4 = virtualinvoke r1.<java.awt.Container: java.lang.Object getTreeLock()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<java.awt.Container: java.awt.Insets getInsets()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r1.<java.awt.Container: int getComponentCount()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r5 = virtualinvoke r1.<java.awt.Container: java.awt.ComponentOrientation getComponentOrientation()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i14 = virtualinvoke r1.<java.awt.Container: int getWidth()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i18 = virtualinvoke r1.<java.awt.Container: int getHeight()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r6 = virtualinvoke r1.<java.awt.Container: java.awt.Component getComponent(int)>(i9);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i39 = virtualinvoke r1.<java.awt.Container: int getWidth()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = virtualinvoke r1.<java.awt.Container: java.awt.Component getComponent(int)>(i46);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.PaletteMenuItemUI;;getPreferredMenuItemSize;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;r5 = virtualinvoke r4.<javax.swing.JMenuItem: javax.swing.Icon getIcon()>();;pattern detected param  r1 must not be null it define a local r4which used in  InvokeExpr 
org.jhotdraw.draw.action.PaletteMenuItemUI;;paint;;1
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;r4 = virtualinvoke r3.<javax.swing.JMenuItem: javax.swing.Icon getIcon()>();;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
org.jhotdraw.draw.action.LineDecorationIcon;;paintIcon;;1
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void setRenderingHint(java.awt.RenderingHints$Key,java.lang.Object)>($r4, $r5);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
org.jhotdraw.draw.action.MoveToBackAction;;sendToBack;;2
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = interfaceinvoke r0.<org.jhotdraw.draw.DrawingView: org.jhotdraw.draw.Drawing getDrawing()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;r2 = interfaceinvoke r1.<java.util.Collection: java.util.Iterator iterator()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.MoveToBackAction;;access$0;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;FieldRef for param;;$r1 = r0.<org.jhotdraw.draw.action.MoveToBackAction: org.jhotdraw.util.ResourceBundleUtil labels>;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.draw.action.MoveToFrontAction;;bringToFront;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;r2 = interfaceinvoke r0.<org.jhotdraw.draw.DrawingView: org.jhotdraw.draw.Drawing getDrawing()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.MoveToFrontAction;;access$0;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;FieldRef for param;;$r1 = r0.<org.jhotdraw.draw.action.MoveToFrontAction: org.jhotdraw.util.ResourceBundleUtil labels>;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.draw.action.StrokeIcon;;paintIcon;;1
*;; * ;; * ;;r2;;3
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void setStroke(java.awt.Stroke)>($r4);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void setColor(java.awt.Color)>($r5);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.awt.Graphics2D: void drawLine(int,int,int,int)>(i0, $i4, $i6, $i9);;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
org.jhotdraw.draw.action.SwingWorker;;access$0;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;FieldRef for param;;$r1 = r0.<org.jhotdraw.draw.action.SwingWorker: org.jhotdraw.draw.action.SwingWorker$ThreadVar threadVar>;;pattern detected param  r0 must not be null  because used in  FieldRef 
org.jhotdraw.draw.action.SwingWorker;;access$1;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;specialinvoke r0.<org.jhotdraw.draw.action.SwingWorker: void setValue(java.lang.Object)>(r1);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;addSelectionToolTo;;2
*;; * ;; * ;;r0;;7
*;;*;;*;;*;;*;;InvokeExpr for param;;$r10 = virtualinvoke r0.<javax.swing.JToolBar: java.lang.Object getClientProperty(java.lang.Object)>("toolButtonGroup");;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r11 = virtualinvoke r0.<javax.swing.JToolBar: java.lang.Object getClientProperty(java.lang.Object)>("toolButtonGroup");;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: void putClientProperty(java.lang.Object,java.lang.Object)>("toolButtonGroup", r5);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r15 = virtualinvoke r0.<javax.swing.JToolBar: java.lang.Object getClientProperty(java.lang.Object)>("toolHandler");;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r16 = virtualinvoke r0.<javax.swing.JToolBar: java.lang.Object getClientProperty(java.lang.Object)>("toolHandler");;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: void putClientProperty(java.lang.Object,java.lang.Object)>("toolHandler", r18);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: java.awt.Component add(java.awt.Component)>(r7);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.draw.DrawingEditor: void setTool(org.jhotdraw.draw.Tool)>(r6);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;addToolTo;;3
*;; * ;; * ;;r4;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r4.<org.jhotdraw.util.ResourceBundleUtil: void configureToolBarButton(javax.swing.AbstractButton,java.lang.String)>(r7, r3);;pattern detected param  r4 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r0;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;$r8 = virtualinvoke r0.<javax.swing.JToolBar: java.lang.Object getClientProperty(java.lang.Object)>("toolButtonGroup");;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r9 = virtualinvoke r0.<javax.swing.JToolBar: java.lang.Object getClientProperty(java.lang.Object)>("toolHandler");;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: java.awt.Component add(java.awt.Component)>(r7);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r2.<org.jhotdraw.draw.Tool: void addToolListener(org.jhotdraw.draw.ToolListener)>(r6);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;addZoomButtonsTo;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: java.awt.Component add(java.awt.Component)>($r2);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;createZoomButton;;1
*;; * ;; * ;;r0;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;$r5 = interfaceinvoke r0.<org.jhotdraw.draw.DrawingEditor: java.util.Collection getDrawingViews()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = interfaceinvoke r0.<org.jhotdraw.draw.DrawingEditor: java.util.Collection getDrawingViews()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r0.<org.jhotdraw.draw.DrawingEditor: void addPropertyChangeListener(java.beans.PropertyChangeListener)>($r14);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;createZoomButton;;1
*;; * ;; * ;;r0;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$d0 = interfaceinvoke r0.<org.jhotdraw.draw.DrawingView: double getScaleFactor()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r0.<org.jhotdraw.draw.DrawingView: void addPropertyChangeListener(java.beans.PropertyChangeListener)>($r9);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;addAttributesButtonsTo;;1
*;; * ;; * ;;r0;;5
*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = virtualinvoke r0.<javax.swing.JToolBar: javax.swing.JButton add(javax.swing.Action)>($r3);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r6 = virtualinvoke r0.<javax.swing.JToolBar: javax.swing.JButton add(javax.swing.Action)>($r5);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: void addSeparator()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: void addSeparator()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: void addSeparator()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;addColorButtonTo;;4
*;; * ;; * ;;r3;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;$r13 = interfaceinvoke r3.<java.util.Map: java.util.Set entrySet()>();;pattern detected param  r3 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r5;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r5.<org.jhotdraw.util.ResourceBundleUtil: void configureToolBarButton(javax.swing.AbstractButton,java.lang.String)>(r7, r4);;pattern detected param  r5 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r27 = virtualinvoke r5.<org.jhotdraw.util.ResourceBundleUtil: javax.swing.ImageIcon getImageIcon(java.lang.String,java.lang.Class)>(r4, class "org/jhotdraw/draw/action/ToolBarButtonFactory");;pattern detected param  r5 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: java.awt.Component add(java.awt.Component)>(r7);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.draw.DrawingEditor: void addPropertyChangeListener(java.beans.PropertyChangeListener)>($r29);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;addStrokeWidthButtonTo;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: java.awt.Component add(java.awt.Component)>(r3);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;addStrokeDecorationButtonTo;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: java.awt.Component add(java.awt.Component)>(r3);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;addStrokeDashesButtonTo;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: java.awt.Component add(java.awt.Component)>(r3);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;addStrokeTypeButtonTo;;1
*;; * ;; * ;;r0;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r0.<javax.swing.JToolBar: java.awt.Component add(java.awt.Component)>(r3);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.action.ToolBarButtonFactory;;addStrokePlacementButtonTo;;1
